microcosmID,combination,temperature,predicted_species,richness,replicate,day,species_biomass,total_biomass
124,Colp,17,Colp,1,1,23,0.0754939486065946,0.0754939486065946
124,Colp,17,Colp,1,1,25,0.0770392474700977,0.0770392474700977
124,Colp,17,Colp,1,1,27,0.0618794033610661,0.0618794033610661
124,Colp,17,Colp,1,1,29,0.0540395543310481,0.0540395543310481
124,Colp,17,Colp,1,1,31,0.0552335003118228,0.0552335003118228
124,Colp,17,Colp,1,1,33,0.0675206437137501,0.0675206437137501
124,Colp,17,Colp,1,1,35,0.064356779297977,0.064356779297977
124,Colp,17,Colp,1,1,37,0.0611929148822039,0.0611929148822039
190,Colp,17,Colp,1,3,1,0.223957241516809,0.223957241516809
190,Colp,17,Colp,1,3,3,0.159444272972289,0.159444272972289
190,Colp,17,Colp,1,3,5,0.0949313044277687,0.0949313044277687
190,Colp,17,Colp,1,3,7,0.0894646921618211,0.0894646921618211
190,Colp,17,Colp,1,3,9,0.0846858052531791,0.0846858052531791
190,Colp,17,Colp,1,3,11,0.0692244373466068,0.0692244373466068
190,Colp,17,Colp,1,3,13,0.0502747196769758,0.0502747196769758
190,Colp,17,Colp,1,3,15,0.0435764673882034,0.0435764673882034
190,Colp,17,Colp,1,3,17,0.0489685702000145,0.0489685702000145
190,Colp,17,Colp,1,3,19,0.070844160372383,0.070844160372383
190,Colp,17,Colp,1,3,21,0.0732044085125654,0.0732044085125654
190,Colp,17,Colp,1,3,23,0.0719589647829808,0.0719589647829808
190,Colp,17,Colp,1,3,25,0.0698987719338716,0.0698987719338716
190,Colp,17,Colp,1,3,27,0.07200854713259,0.07200854713259
190,Colp,17,Colp,1,3,29,0.0615603810467159,0.0615603810467159
190,Colp,17,Colp,1,3,31,0.0363241159017311,0.0363241159017311
190,Colp,17,Colp,1,3,33,0.0336756720298959,0.0336756720298959
190,Colp,17,Colp,1,3,35,0.0424885397628461,0.0424885397628461
190,Colp,17,Colp,1,3,37,0.0513014074957963,0.0513014074957963
192,Colp,17,Colp,1,2,1,0.0982315657161644,0.0982315657161644
192,Colp,17,Colp,1,2,3,0.0955671324183231,0.0955671324183231
192,Colp,17,Colp,1,2,5,0.0929026991204818,0.0929026991204818
192,Colp,17,Colp,1,2,7,0.0780315383583001,0.0780315383583001
192,Colp,17,Colp,1,2,9,0.0554163053476721,0.0554163053476721
192,Colp,17,Colp,1,2,11,0.0774857454919479,0.0774857454919479
192,Colp,17,Colp,1,2,13,0.0728117847203734,0.0728117847203734
192,Colp,17,Colp,1,2,15,0.0438921527063378,0.0438921527063378
192,Colp,17,Colp,1,2,17,0.0420298832062282,0.0420298832062282
192,Colp,17,Colp,1,2,19,0.0315857154801422,0.0315857154801422
192,Colp,17,Colp,1,2,21,0.0621100803267825,0.0621100803267825
192,Colp,17,Colp,1,2,23,0.0585902852602165,0.0585902852602165
192,Colp,17,Colp,1,2,25,0.0502243158937785,0.0502243158937785
192,Colp,17,Colp,1,2,27,0.0540109610971281,0.0540109610971281
192,Colp,17,Colp,1,2,29,0.0436641808105861,0.0436641808105861
192,Colp,17,Colp,1,2,31,0.0133705575283611,0.0133705575283611
192,Colp,17,Colp,1,2,33,0.0341962806457081,0.0341962806457081
192,Colp,17,Colp,1,2,35,0.0423673278509778,0.0423673278509778
192,Colp,17,Colp,1,2,37,0.0505383750562475,0.0505383750562475
246,Colp,19,Colp,1,3,1,0.093828936288657,0.093828936288657
246,Colp,19,Colp,1,3,3,0.126303752019616,0.126303752019616
246,Colp,19,Colp,1,3,5,0.109125250815521,0.109125250815521
246,Colp,19,Colp,1,3,7,0.0698386096814692,0.0698386096814692
246,Colp,19,Colp,1,3,9,0.067956877018182,0.067956877018182
246,Colp,19,Colp,1,3,11,0.0909592677365273,0.0909592677365273
246,Colp,19,Colp,1,3,13,0.0732393623523022,0.0732393623523022
246,Colp,19,Colp,1,3,15,0.0623378054354144,0.0623378054354144
246,Colp,19,Colp,1,3,17,0.0653080435119744,0.0653080435119744
246,Colp,19,Colp,1,3,19,0.0699854004009956,0.0699854004009956
246,Colp,19,Colp,1,3,21,0.0599715237132367,0.0599715237132367
246,Colp,19,Colp,1,3,23,0.0340798341048834,0.0340798341048834
246,Colp,19,Colp,1,3,25,0.05810252273364,0.05810252273364
246,Colp,19,Colp,1,3,27,0.083482246345198,0.083482246345198
246,Colp,19,Colp,1,3,29,0.0645599365785623,0.0645599365785623
246,Colp,19,Colp,1,3,31,0.0622944591788887,0.0622944591788887
246,Colp,19,Colp,1,3,33,0.0475750813550919,0.0475750813550919
246,Colp,19,Colp,1,3,35,0.0252457842144177,0.0252457842144177
246,Colp,19,Colp,1,3,37,0.0326118526995611,0.0326118526995611
258,Colp,19,Colp,1,2,1,0.145742784422415,0.145742784422415
258,Colp,19,Colp,1,2,3,0.127994445085226,0.127994445085226
258,Colp,19,Colp,1,2,5,0.0666355531456217,0.0666355531456217
258,Colp,19,Colp,1,2,7,0.0521995471939648,0.0521995471939648
258,Colp,19,Colp,1,2,9,0.0965409738624038,0.0965409738624038
258,Colp,19,Colp,1,2,11,0.119886047454324,0.119886047454324
258,Colp,19,Colp,1,2,13,0.116516000403454,0.116516000403454
258,Colp,19,Colp,1,2,15,0.0590678187157581,0.0590678187157581
258,Colp,19,Colp,1,2,17,0.0546087438199935,0.0546087438199935
258,Colp,19,Colp,1,2,19,0.0725126753469525,0.0725126753469525
258,Colp,19,Colp,1,2,21,0.0612157070291955,0.0612157070291955
258,Colp,19,Colp,1,2,23,0.0512430585593693,0.0512430585593693
258,Colp,19,Colp,1,2,25,0.0364389261637989,0.0364389261637989
258,Colp,19,Colp,1,2,27,0.0865982771177616,0.0865982771177616
258,Colp,19,Colp,1,2,29,0.082101522684884,0.082101522684884
258,Colp,19,Colp,1,2,31,0.062146459926239,0.062146459926239
258,Colp,19,Colp,1,2,33,0.04495361012452,0.04495361012452
258,Colp,19,Colp,1,2,35,0.0376293837047674,0.0376293837047674
258,Colp,19,Colp,1,2,37,0.0333455026137409,0.0333455026137409
312,Colp,19,Colp,1,1,1,,0.0
312,Colp,19,Colp,1,1,3,,0.0
312,Colp,19,Colp,1,1,5,,0.0
312,Colp,19,Colp,1,1,7,,0.0
312,Colp,19,Colp,1,1,9,,0.0
312,Colp,19,Colp,1,1,11,,0.0
312,Colp,19,Colp,1,1,13,,0.0
312,Colp,19,Colp,1,1,15,,0.0
312,Colp,19,Colp,1,1,17,,0.0
312,Colp,19,Colp,1,1,19,,0.0
312,Colp,19,Colp,1,1,21,,0.0
312,Colp,19,Colp,1,1,23,,0.0
312,Colp,19,Colp,1,1,25,,0.0
312,Colp,19,Colp,1,1,27,,0.0
312,Colp,19,Colp,1,1,29,,0.0
312,Colp,19,Colp,1,1,31,,0.0
312,Colp,19,Colp,1,1,33,,0.0
312,Colp,19,Colp,1,1,35,,0.0
312,Colp,19,Colp,1,1,37,,0.0
373,Colp,21,Colp,1,2,1,0.072607331816888,0.072607331816888
373,Colp,21,Colp,1,2,3,0.0715408963418626,0.0715408963418626
373,Colp,21,Colp,1,2,5,0.0690304393832872,0.0690304393832872
373,Colp,21,Colp,1,2,7,0.0621855246765604,0.0621855246765604
373,Colp,21,Colp,1,2,9,0.0429739715344541,0.0429739715344541
373,Colp,21,Colp,1,2,11,0.0494101962247079,0.0494101962247079
373,Colp,21,Colp,1,2,13,0.0412138405308273,0.0412138405308273
373,Colp,21,Colp,1,2,15,0.0380751736227133,0.0380751736227133
373,Colp,21,Colp,1,2,17,0.0311598435714037,0.0311598435714037
373,Colp,21,Colp,1,2,19,0.0161998895629391,0.0161998895629391
373,Colp,21,Colp,1,2,21,0.00964039028998419,0.00964039028998419
373,Colp,21,Colp,1,2,23,0.0150051181270362,0.0150051181270362
373,Colp,21,Colp,1,2,25,0.0328243531969097,0.0328243531969097
373,Colp,21,Colp,1,2,27,0.026283584076035,0.026283584076035
373,Colp,21,Colp,1,2,29,0.0149426231654174,0.0149426231654174
373,Colp,21,Colp,1,2,31,0.00562473290794874,0.00562473290794874
373,Colp,21,Colp,1,2,33,0.00616857606074992,0.00616857606074992
373,Colp,21,Colp,1,2,35,0.0147442720552682,0.0147442720552682
373,Colp,21,Colp,1,2,37,0.0180803650081144,0.0180803650081144
395,Colp,21,Colp,1,1,1,0.0783347023947938,0.0783347023947938
395,Colp,21,Colp,1,1,3,0.0820370972397003,0.0820370972397003
395,Colp,21,Colp,1,1,5,0.0712546091434729,0.0712546091434729
395,Colp,21,Colp,1,1,7,0.0466507490868462,0.0466507490868462
395,Colp,21,Colp,1,1,9,0.0495796389447521,0.0495796389447521
395,Colp,21,Colp,1,1,11,0.0737392956636025,0.0737392956636025
395,Colp,21,Colp,1,1,13,0.061748314041985,0.061748314041985
395,Colp,21,Colp,1,1,15,0.0390654979358554,0.0390654979358554
395,Colp,21,Colp,1,1,17,0.039061191401278,0.039061191401278
395,Colp,21,Colp,1,1,19,0.0396890201700868,0.0396890201700868
395,Colp,21,Colp,1,1,21,0.0252613756692594,0.0252613756692594
395,Colp,21,Colp,1,1,23,0.0339658241103558,0.0339658241103558
395,Colp,21,Colp,1,1,25,0.0812291469112098,0.0812291469112098
395,Colp,21,Colp,1,1,27,0.0536781695986726,0.0536781695986726
395,Colp,21,Colp,1,1,29,0.0318655354856667,0.0318655354856667
395,Colp,21,Colp,1,1,31,0.0351955647917248,0.0351955647917248
395,Colp,21,Colp,1,1,33,0.0380593305113365,0.0380593305113365
395,Colp,21,Colp,1,1,35,0.0319798995338438,0.0319798995338438
395,Colp,21,Colp,1,1,37,0.0342170290646771,0.0342170290646771
443,Colp,21,Colp,1,3,1,0.172522766235052,0.172522766235052
443,Colp,21,Colp,1,3,3,0.132376810635382,0.132376810635382
443,Colp,21,Colp,1,3,5,0.0935345895361777,0.0935345895361777
443,Colp,21,Colp,1,3,7,0.059596703036652,0.059596703036652
443,Colp,21,Colp,1,3,9,0.0418889928767702,0.0418889928767702
443,Colp,21,Colp,1,3,11,0.0481813670063977,0.0481813670063977
443,Colp,21,Colp,1,3,13,0.0406540451276141,0.0406540451276141
443,Colp,21,Colp,1,3,15,0.0475354294231254,0.0475354294231254
443,Colp,21,Colp,1,3,17,0.0481517024442517,0.0481517024442517
443,Colp,21,Colp,1,3,19,0.0328427207910474,0.0328427207910474
443,Colp,21,Colp,1,3,21,0.0289352965211544,0.0289352965211544
443,Colp,21,Colp,1,3,23,0.0560943203665604,0.0560943203665604
443,Colp,21,Colp,1,3,25,0.0550835741838584,0.0550835741838584
443,Colp,21,Colp,1,3,27,0.0347741862880392,0.0347741862880392
443,Colp,21,Colp,1,3,29,0.0214477767549772,0.0214477767549772
443,Colp,21,Colp,1,3,31,0.0167302561832207,0.0167302561832207
443,Colp,21,Colp,1,3,33,0.0132880572461341,0.0132880572461341
443,Colp,21,Colp,1,3,35,0.0147654153501869,0.0147654153501869
443,Colp,21,Colp,1,3,37,0.032192839186764,0.032192839186764
500,Colp,23,Colp,1,2,1,0.100251635459852,0.100251635459852
500,Colp,23,Colp,1,2,3,0.0565273674374171,0.0565273674374171
500,Colp,23,Colp,1,2,5,0.0601952893504597,0.0601952893504597
500,Colp,23,Colp,1,2,7,0.0503876716961786,0.0503876716961786
500,Colp,23,Colp,1,2,9,0.0361419997321378,0.0361419997321378
500,Colp,23,Colp,1,2,11,0.0366820357278226,0.0366820357278226
500,Colp,23,Colp,1,2,13,0.0446583896672479,0.0446583896672479
500,Colp,23,Colp,1,2,15,0.0388829592934063,0.0388829592934063
500,Colp,23,Colp,1,2,17,0.0162288935722967,0.0162288935722967
500,Colp,23,Colp,1,2,19,0.0317320187899807,0.0317320187899807
500,Colp,23,Colp,1,2,21,0.0256324944995259,0.0256324944995259
500,Colp,23,Colp,1,2,23,0.0187659558027333,0.0187659558027333
500,Colp,23,Colp,1,2,25,0.0197889704692239,0.0197889704692239
500,Colp,23,Colp,1,2,27,0.0243755998775895,0.0243755998775895
500,Colp,23,Colp,1,2,29,0.025645264124952,0.025645264124952
500,Colp,23,Colp,1,2,31,0.0189813961312305,0.0189813961312305
500,Colp,23,Colp,1,2,33,0.00641265880203728,0.00641265880203728
500,Colp,23,Colp,1,2,35,0.00641689819946739,0.00641689819946739
500,Colp,23,Colp,1,2,37,0.00790031132944143,0.00790031132944143
542,Colp,23,Colp,1,1,1,0.0888801748090636,0.0888801748090636
542,Colp,23,Colp,1,1,3,0.0394621561249053,0.0394621561249053
542,Colp,23,Colp,1,1,5,0.0444725480703922,0.0444725480703922
542,Colp,23,Colp,1,1,7,0.0484461564081961,0.0484461564081961
542,Colp,23,Colp,1,1,9,0.0466907778940338,0.0466907778940338
542,Colp,23,Colp,1,1,11,0.0396047599886817,0.0396047599886817
542,Colp,23,Colp,1,1,13,0.0304690885843924,0.0304690885843924
542,Colp,23,Colp,1,1,15,0.028464226448753,0.028464226448753
542,Colp,23,Colp,1,1,17,0.0449013920381906,0.0449013920381906
542,Colp,23,Colp,1,1,19,0.0414242994245691,0.0414242994245691
542,Colp,23,Colp,1,1,21,0.0282989873729752,0.0282989873729752
542,Colp,23,Colp,1,1,23,0.0217396873163095,0.0217396873163095
542,Colp,23,Colp,1,1,25,0.0280969894256028,0.0280969894256028
542,Colp,23,Colp,1,1,27,0.0262685093517155,0.0262685093517155
542,Colp,23,Colp,1,1,29,0.0115796998903398,0.0115796998903398
542,Colp,23,Colp,1,1,31,0.0165755475985071,0.0165755475985071
542,Colp,23,Colp,1,1,33,0.0135914279788468,0.0135914279788468
542,Colp,23,Colp,1,1,35,0.0108836321862666,0.0108836321862666
542,Colp,23,Colp,1,1,37,0.00820834507922529,0.00820834507922529
593,Colp,23,Colp,1,3,1,0.0908332365345916,0.0908332365345916
593,Colp,23,Colp,1,3,3,0.0557693755197338,0.0557693755197338
593,Colp,23,Colp,1,3,5,0.0681372091732859,0.0681372091732859
593,Colp,23,Colp,1,3,7,0.0369549855830532,0.0369549855830532
593,Colp,23,Colp,1,3,9,0.019400977545418,0.019400977545418
593,Colp,23,Colp,1,3,11,0.0323889103959719,0.0323889103959719
593,Colp,23,Colp,1,3,13,0.0482546598508713,0.0482546598508713
593,Colp,23,Colp,1,3,15,0.0518394794827513,0.0518394794827513
593,Colp,23,Colp,1,3,17,0.0479644905164566,0.0479644905164566
593,Colp,23,Colp,1,3,19,0.0381362858869415,0.0381362858869415
593,Colp,23,Colp,1,3,21,0.0267867226009283,0.0267867226009283
593,Colp,23,Colp,1,3,23,0.0203834091650949,0.0203834091650949
593,Colp,23,Colp,1,3,25,0.013773035638774,0.013773035638774
593,Colp,23,Colp,1,3,27,0.0112046329406421,0.0112046329406421
593,Colp,23,Colp,1,3,29,0.0181646890405944,0.0181646890405944
593,Colp,23,Colp,1,3,31,0.0250869254412408,0.0250869254412408
593,Colp,23,Colp,1,3,33,0.0134361641836106,0.0134361641836106
593,Colp,23,Colp,1,3,35,0.0132837625566298,0.0132837625566298
593,Colp,23,Colp,1,3,37,0.0132736735507718,0.0132736735507718
623,Colp,25,Colp,1,3,1,0.0418508831517652,0.0418508831517652
623,Colp,25,Colp,1,3,3,0.0332249806776287,0.0332249806776287
623,Colp,25,Colp,1,3,5,0.0244083714699289,0.0244083714699289
623,Colp,25,Colp,1,3,7,0.0176500515940104,0.0176500515940104
623,Colp,25,Colp,1,3,9,0.0227044450524574,0.0227044450524574
623,Colp,25,Colp,1,3,11,0.024997977552781,0.024997977552781
623,Colp,25,Colp,1,3,13,0.0114924057104148,0.0114924057104148
623,Colp,25,Colp,1,3,15,0.00608778924762667,0.00608778924762667
623,Colp,25,Colp,1,3,17,0.00627045879345514,0.00627045879345514
623,Colp,25,Colp,1,3,19,0.00598204553825243,0.00598204553825243
623,Colp,25,Colp,1,3,21,0.00884716705894162,0.00884716705894162
623,Colp,25,Colp,1,3,23,0.00770047039536054,0.00770047039536054
623,Colp,25,Colp,1,3,25,0.00363021583968411,0.00363021583968411
623,Colp,25,Colp,1,3,27,0.0012952029865969,0.0012952029865969
623,Colp,25,Colp,1,3,29,8.58834133831447e-5,8.58834133831447e-5
623,Colp,25,Colp,1,3,31,0.000439160693409492,0.000439160693409492
623,Colp,25,Colp,1,3,33,0.00232252007307816,0.00232252007307816
623,Colp,25,Colp,1,3,35,0.00492760461889218,0.00492760461889218
623,Colp,25,Colp,1,3,37,0.00738834413147713,0.00738834413147713
676,Colp,25,Colp,1,2,1,0.0401218237807109,0.0401218237807109
676,Colp,25,Colp,1,2,3,0.0337023102007465,0.0337023102007465
676,Colp,25,Colp,1,2,5,0.0343312286814477,0.0343312286814477
676,Colp,25,Colp,1,2,7,0.040543811682909,0.040543811682909
676,Colp,25,Colp,1,2,9,0.0275224182681877,0.0275224182681877
676,Colp,25,Colp,1,2,11,0.0210550621109671,0.0210550621109671
676,Colp,25,Colp,1,2,13,0.0187836499575318,0.0187836499575318
676,Colp,25,Colp,1,2,15,0.0207298911116375,0.0207298911116375
676,Colp,25,Colp,1,2,17,0.0196054909702172,0.0196054909702172
676,Colp,25,Colp,1,2,19,0.0130446222734713,0.0130446222734713
676,Colp,25,Colp,1,2,21,0.00913402263054176,0.00913402263054176
676,Colp,25,Colp,1,2,23,0.0157355881513207,0.0157355881513207
676,Colp,25,Colp,1,2,25,0.0228082857809435,0.0228082857809435
676,Colp,25,Colp,1,2,27,0.0205703134618284,0.0205703134618284
676,Colp,25,Colp,1,2,29,0.016029351422836,0.016029351422836
676,Colp,25,Colp,1,2,31,0.0174942400670594,0.0174942400670594
676,Colp,25,Colp,1,2,33,0.0238605651807147,0.0238605651807147
676,Colp,25,Colp,1,2,35,0.032219789972317,0.032219789972317
676,Colp,25,Colp,1,2,37,0.0401804348283298,0.0401804348283298
708,Colp,25,Colp,1,1,1,0.0359421796731657,0.0359421796731657
708,Colp,25,Colp,1,1,3,0.0440017691054518,0.0440017691054518
708,Colp,25,Colp,1,1,5,0.0351890661727119,0.0351890661727119
708,Colp,25,Colp,1,1,7,0.01423829154327,0.01423829154327
708,Colp,25,Colp,1,1,9,0.0456051320491956,0.0456051320491956
708,Colp,25,Colp,1,1,11,0.0279998471943818,0.0279998471943818
708,Colp,25,Colp,1,1,13,0.0111501874749884,0.0111501874749884
708,Colp,25,Colp,1,1,15,0.00916944915091637,0.00916944915091637
708,Colp,25,Colp,1,1,17,0.0149824805026309,0.0149824805026309
708,Colp,25,Colp,1,1,19,0.0160462949295056,0.0160462949295056
708,Colp,25,Colp,1,1,21,0.0165848933689671,0.0165848933689671
708,Colp,25,Colp,1,1,23,0.0147506774124963,0.0147506774124963
708,Colp,25,Colp,1,1,25,0.0145540965966012,0.0145540965966012
708,Colp,25,Colp,1,1,27,0.0234082916948531,0.0234082916948531
708,Colp,25,Colp,1,1,29,0.0340436819031173,0.0340436819031173
708,Colp,25,Colp,1,1,31,0.0366497049740874,0.0366497049740874
708,Colp,25,Colp,1,1,33,0.0325111553441717,0.0325111553441717
708,Colp,25,Colp,1,1,35,0.0255553602230533,0.0255553602230533
708,Colp,25,Colp,1,1,37,0.0191630142001754,0.0191630142001754
77,"Colp, Dexio",15,Colp,2,1,1,0.125861971584136,0.143586824682751
77,"Colp, Dexio",15,Colp,2,1,3,0.0939945845111387,0.129460045813592
77,"Colp, Dexio",15,Colp,2,1,5,0.137331590504366,0.178216755206572
77,"Colp, Dexio",15,Colp,2,1,7,0.124622462242242,0.155612875591593
77,"Colp, Dexio",15,Colp,2,1,9,0.062547589073536,0.107327122928868
77,"Colp, Dexio",15,Colp,2,1,11,0.0552014141551547,0.0930921260980439
77,"Colp, Dexio",15,Colp,2,1,13,0.0441393352354243,0.0818403840593103
77,"Colp, Dexio",15,Colp,2,1,15,0.0396203313850193,0.0704527964063364
77,"Colp, Dexio",15,Colp,2,1,17,0.0454214151627489,0.0606944925958745
77,"Colp, Dexio",15,Colp,2,1,19,0.0490001209515228,0.0611735819969391
77,"Colp, Dexio",15,Colp,2,1,21,0.0480122082569491,0.0647415512877343
77,"Colp, Dexio",15,Colp,2,1,23,0.0563060230865189,0.0732729095237901
77,"Colp, Dexio",15,Colp,2,1,25,0.0397737951627781,0.0478459586172114
77,"Colp, Dexio",15,Colp,2,1,27,0.0567234494391497,0.0621350814567491
77,"Colp, Dexio",15,Colp,2,1,29,0.0486197703813191,0.0529142643853029
77,"Colp, Dexio",15,Colp,2,1,31,0.0503310028941789,0.0552880291226514
77,"Colp, Dexio",15,Colp,2,1,33,0.0662064696333914,0.0709854313713125
77,"Colp, Dexio",15,Colp,2,1,35,0.0583863286644538,0.0609477951533686
77,"Colp, Dexio",15,Colp,2,1,37,0.0638591535525917,0.0678225268304365
77,"Colp, Dexio",15,Dexio,2,1,1,0.0177248530986149,0.143586824682751
77,"Colp, Dexio",15,Dexio,2,1,3,0.0354654613024531,0.129460045813592
77,"Colp, Dexio",15,Dexio,2,1,5,0.0408851647022065,0.178216755206572
77,"Colp, Dexio",15,Dexio,2,1,7,0.0309904133493515,0.155612875591593
77,"Colp, Dexio",15,Dexio,2,1,9,0.0447795338553319,0.107327122928868
77,"Colp, Dexio",15,Dexio,2,1,11,0.0378907119428892,0.0930921260980439
77,"Colp, Dexio",15,Dexio,2,1,13,0.0377010488238861,0.0818403840593103
77,"Colp, Dexio",15,Dexio,2,1,15,0.0308324650213171,0.0704527964063364
77,"Colp, Dexio",15,Dexio,2,1,17,0.0152730774331256,0.0606944925958745
77,"Colp, Dexio",15,Dexio,2,1,19,0.0121734610454162,0.0611735819969391
77,"Colp, Dexio",15,Dexio,2,1,21,0.0167293430307852,0.0647415512877343
77,"Colp, Dexio",15,Dexio,2,1,23,0.0169668864372712,0.0732729095237901
77,"Colp, Dexio",15,Dexio,2,1,25,0.00807216345443333,0.0478459586172114
77,"Colp, Dexio",15,Dexio,2,1,27,0.0054116320175994,0.0621350814567491
77,"Colp, Dexio",15,Dexio,2,1,29,0.00429449400398379,0.0529142643853029
77,"Colp, Dexio",15,Dexio,2,1,31,0.00495702622847246,0.0552880291226514
77,"Colp, Dexio",15,Dexio,2,1,33,0.00477896173792113,0.0709854313713125
77,"Colp, Dexio",15,Dexio,2,1,35,0.00256146648891482,0.0609477951533686
77,"Colp, Dexio",15,Dexio,2,1,37,0.00396337327784484,0.0678225268304365
102,"Colp, Dexio",15,Colp,2,2,1,0.124934177192827,0.14504824801138
102,"Colp, Dexio",15,Colp,2,2,3,0.100780085388681,0.143578416506087
102,"Colp, Dexio",15,Colp,2,2,5,0.121333019497683,0.164385714124418
102,"Colp, Dexio",15,Colp,2,2,7,0.116860892515158,0.161282358484672
102,"Colp, Dexio",15,Colp,2,2,9,0.0872066740799309,0.130803993279882
102,"Colp, Dexio",15,Colp,2,2,11,0.158010660957626,0.196409322172851
102,"Colp, Dexio",15,Colp,2,2,13,0.122877829283436,0.145075801190253
102,"Colp, Dexio",15,Colp,2,2,15,0.104340331557747,0.121165366402433
